"","age","language","avgtemp","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","ECR1","ECR2","ECR3","ECR4","ECR5","ECR6","ECR7","ECR8","ECR9","ECR10","ECR11","ECR12","ECR13","ECR14","ECR15","ECR16","ECR17","ECR18","ECR19","ECR20","ECR21","ECR22","ECR23","ECR24","ECR25","ECR26","ECR27","ECR28","ECR29","ECR30","ECR31","ECR32","ECR33","ECR34","ECR35","ECR36","HOME1","HOME2","HOME3","HOME4","HOME5","HOME6","HOME7","HOME8","HOME9","KAMF1","KAMF2","KAMF3","KAMF4","KAMF5","KAMF6","KAMF7","SNI1","SNI2","SNI3","SNI4","SNI5","SNI6","SNI7","SNI8","SNI9","SNI10","SNI11","SNI12","SNI13","SNI14","SNI15","SNI16","SNI17","SNI18","SNI19","SNI20","SNI21","SNI22","SNI23","SNI24","SNI25","SNI26","SNI27","SNI28","SNI29","SNI30","SNI31","SNI32","socialdiversity"
"44",1967,1,36,47,2,2,1,2,2,3,2,2,3,2,2,3,3,2,2,2,4,3,2,3,3,5,2,2,5,3,2,2,5,3,5,2,4,2,2,2,5,4,2,4,2,2,2,2,3,3,3,2,5,6,3,3,4,4,4,4,3,5,5,4,4,5,7,4,2,5,6,6,2,1,NA,2,2,2,2,1,NA,5,2,1,NA,1,NA,3,1,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"45",1967,5,36.15,NA,2,2,2,2,2,2,3,2,2,2,2,3,2,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,4,2,2,4,3,4,3,3,4,4,4,3,5,4,5,2,2,4,2,5,1,NA,2,2,2,2,8,3,8,6,2,1,1,NA,1,NA,NA,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"46",1967,7,36.55,35,3,4,4,3,4,3,4,4,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,3,4,2,2,4,3,3,1,1,4,2,3,2,2,2,1,4,4,6,4,1,1,1,6,1,6,4,1,2,1,2," й   Ա",NA,NA,NA,NA,3,NA,NA,NA,NA,10
"47",1968,5,35.45,51.75,4,4,3,2,4,2,4,2,2,1,3,1,1,1,1,1,7,7,7,7,7,7,6,7,7,3,7,6,4,6,7,5,7,4,1,2,6,3,1,1,6,3,3,1,1,1,1,6,3,3,3,2,4,2,4,4,2,5,4,5,4,5,6,5,4,6,8,5,4,1,NA,4,1,5,NA,4,1,8,8,1,NA,2,8,2,1,8,4,1,NA,2,"Professional Body","Professional peer group","Yoga","Martial arts","politics",0,4,7,7,3,7
"48",1968,5,35.5,51.75,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,2,3,3,1,3,1,1,1,1,1,2,1,2,2,2,2,2,1,NA,4,1,5,NA,1,NA,6,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"49",1968,5,35.95,51.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,NA,4,1,5,NA,1,NA,5,1,1,NA,2,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"50",1968,1,36.35,49.6499939,1,2,1,2,2,2,1,2,3,1,1,2,1,1,5,2,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,5,5,3,3,3,4,3,3,2,3,3,4,4,3,4,4,5,5,5,5,3,5,5,4,4,5,5,2,6,5,4,1,6,6,2,2,2,1,6,4,6,6,2,5,2,8,3,8,8,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"51",1968,7,36.45,30.66670227,1,2,4,1,2,1,1,1,2,1,1,2,5,2,5,1,2,1,1,2,7,1,1,3,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,3,5,5,4,4,4,2,2,2,2,1,2,2,2,2,2,2,8,6,5,5,1,1,2,3,3,4,8,3,1,3,1," й     ֯","    ʪ ؿ   "," ٤  ",NA,NA,5,3,3,NA,NA,11
"52",1968,1,36.63,47,2,2,4,3,1,4,4,2,1,1,1,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,5,5,4,4,5,2,2,2,2,2,1,NA,2,2,5,NA,6,1,4,1,1,NA,1,NA,3,8,8,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"53",1968,1,36.725,47.40060425,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,5,5,1,2,5,5,4,5,5,5,2,4,2,5,6,4,2,2,1,3,1,1,NA,4,4,4,1,3,2,8,1,1,NA,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"54",1968,9,36.9,52.25,2,2,3,2,2,4,2,2,2,2,2,3,2,1,2,2,4,3,3,4,4,5,4,5,2,5,6,4,2,2,2,6,5,2,5,3,7,2,6,4,2,5,3,3,5,5,5,3,7,7,4,6,3,5,3,4,2,3,2,4,3,5,7,7,7,7,7,3,1,3,3,2,2,3,1,4,1,3,3,1,NA,2,3,3,1,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"55",1968,6,37.25,44.81860352,1,1,1,2,1,1,1,1,2,1,1,1,2,1,3,1,1,1,2,4,2,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,5,1,1,1,1,1,1,NA,1,NA,3,2,4,5,1,NA,5,5,5,5,5,4,3,3,3,3,2,1,1,2,1,2,1,1,NA,4,4,2,2,8,4,8,6,1,NA,1,NA,3,8,8,1,1,NA,2,"LN grupa","LB grupa",NA,NA,NA,4,5,NA,NA,NA,7
"56",1969,3,35.85,39.92300415,3,2,2,3,2,3,2,2,2,3,2,2,2,3,3,2,6,2,1,2,6,1,6,1,4,1,7,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,5,5,5,5,3,3,5,5,4,4,2,1,1,1,1,1,1,NA,4,4,4,4,3,3,5,4,1,NA,1,NA,3,1,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"57",1969,2,36.35,33.44999695,3,3,2,2,4,3,4,2,2,2,4,3,4,3,2,1,2,1,1,2,1,6,1,1,1,1,7,1,1,1,1,6,5,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,4,6,2,1,5,5,4,5,5,4,4,4,4,5,5,6,2,4,4,1,1,3,3,1,1,4,1,8,8,8,7,1,NA,1,NA,5,1,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"58",1969,1,36.465,51.71710205,3,2,3,4,4,2,5,2,3,3,2,2,2,1,4,1,4,2,4,5,2,5,4,5,3,4,2,4,2,3,5,2,4,2,5,5,5,4,5,4,4,5,5,4,3,5,5,5,6,6,6,5,4,5,4,2,3,5,5,5,5,4,4,7,2,2,1,2,1,4,4,4,4,2,1,8,1,4,1,2,1,2,4,3,1,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"59",1969,5,37.05555556,37.75100708,1,1,2,2,1,2,2,2,1,2,1,4,2,5,2,2,2,2,4,4,4,4,2,5,4,4,4,4,2,4,4,5,2,5,5,2,6,7,6,2,4,6,6,4,6,5,4,4,6,5,6,7,4,4,3,4,4,4,4,4,4,3,4,4,4,4,6,1,1,3,3,1,NA,2,2,2,2,3,3,2,2,2,2,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"60",1970,5,35.75,51.75,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,5,5,7,7,2,7,7,5,5,3,6,5,1,6,7,2,1,2,3,6,7,2,3,2,3,3,2,1,3,2,2,6,6,2,7,5,1,5,4,1,5,5,5,4,4,4,6,1,3,4,1,2,1,NA,1,NA,5,NA,3,1,6,2,1,NA,2,8,3,1,3,1,1,NA,2,"Cowley Chess Club",NA,NA,NA,NA,7,NA,NA,NA,NA,5
"61",1970,5,35.75,NA,2,3,3,2,2,3,2,2,2,2,1,2,3,2,3,4,6,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,3,1,2,2,3,1,2,2,2,2,6,2,2,2,2,2,1,3,2,2,5,5,5,5,4,5,4,4,3,5,7,4,2,3,2,1,2,1,NA,4,4,4,1,5,2,3,1,1,NA,1,NA,2,4,6,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"62",1970,3,36.15,NA,2,2,1,3,2,1,3,2,1,1,1,2,1,2,1,2,7,5,5,6,6,5,5,5,6,1,5,3,4,2,2,2,1,1,3,2,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,6,4,4,4,3,3,5,5,4,2,4,6,6,1,4,1,1,1,2,2,4,4,4,2,2,2,7,7,1,NA,1,NA,3,1,8,8,1,NA,2,"?iddetsiz ?leti?im",NA,NA,NA,NA,5,NA,NA,NA,NA,8
"63",1970,9,36.45,54.43469238,2,4,1,2,2,2,2,2,2,1,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,7,7,7,1,1,1,2,7,1,7,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,4,5,5,3,4,3,4,1,1,NA,4,2,4,2,8,2,6,1,1,NA,2,8,6,8,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"64",1970,1,36.7,50.09939575,2,2,1,1,2,3,2,1,3,1,2,1,1,2,3,1,6,2,2,5,2,1,3,4,1,2,5,1,4,1,1,1,1,1,1,1,5,4,4,4,2,1,1,1,4,1,2,1,5,5,1,1,5,5,5,5,2,4,5,5,5,5,6,5,2,4,4,4,1,3,3,4,2,2,1,4,1,3,2,1,NA,1,NA,3,2,8,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"65",1970,9,36.85,52.41670227,2,1,4,1,1,2,3,2,2,2,1,2,3,1,4,2,1,2,1,1,7,1,1,1,1,1,6,1,2,1,1,7,2,1,1,7,4,1,2,1,1,1,1,1,7,3,3,1,6,4,1,7,5,5,5,5,5,5,5,5,5,4,6,6,3,3,2,3,1,4,4,4,4,1,1,8,8,2,2,2,8,2,8,6,1,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"66",1971,8,36,38.71670532,1,2,2,3,2,1,2,1,2,1,2,3,5,3,3,3,2,2,2,2,3,2,2,2,1,2,6,3,3,2,2,3,6,3,5,1,2,1,2,5,2,1,2,1,1,1,1,2,1,1,1,1,5,5,5,5,5,4,4,5,4,2,2,2,2,2,2,2,1,3,3,4,4,4,2,2,2,4,3,1,NA,1,NA,1,NA,NA,2,1,NA,2,"Pol  tico","Social",NA,NA,NA,10,6,NA,NA,NA,7
"67",1971,5,36.2,51.75,1,2,1,2,1,1,1,1,1,4,1,3,1,2,3,1,2,2,2,3,4,4,5,2,7,1,7,3,2,4,1,2,3,2,2,2,3,4,3,3,3,2,6,2,3,3,2,2,4,6,2,2,3,4,4,5,4,4,3,3,3,4,4,2,2,2,2,1,1,2,1,1,NA,4,2,2,2,5,2,1,NA,1,NA,2,4,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"68",1971,5,36.33333333,37.39950562,1,2,1,2,1,1,2,4,2,1,1,1,2,5,1,1,6,3,1,6,7,5,4,7,3,6,1,7,5,5,6,3,7,1,7,3,7,3,5,1,5,5,4,3,5,7,3,5,6,6,2,5,5,5,5,5,5,5,1,2,5,4,6,7,4,6,4,3,4,2,2,4,4,5,NA,2,2,5,5,2,1,2,8,1,NA,NA,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"69",1971,9,36.45,52.23330688,2,2,2,2,2,4,3,3,3,2,2,2,2,2,3,2,2,2,6,5,4,2,2,2,2,4,6,4,4,2,2,5,2,5,4,4,5,4,4,5,3,3,2,3,2,5,4,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,1,3,3,3,3,2,1,8,5,4,4,1,NA,2,6,2,1,1,4,1,NA,2,"sport","wino","s?siedzi",NA,NA,7,6,3,NA,NA,9
"70",1971,9,36.5,52.06669617,2,1,3,2,2,2,3,2,2,1,2,4,2,1,2,2,2,2,2,2,5,3,2,3,2,2,6,1,2,1,2,6,5,3,5,2,3,2,2,5,3,3,3,2,2,3,3,3,2,3,3,3,5,4,4,4,3,5,3,4,4,4,5,5,5,4,6,2,1,3,3,4,2,2,1,2,2,5,2,2,8,2,7,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"71",1971,9,36.65,52.25,2,3,1,3,2,4,2,3,1,2,3,4,2,1,3,1,2,2,3,5,4,4,1,2,2,2,6,1,1,1,1,5,6,1,3,4,7,2,2,2,1,2,3,3,1,4,5,2,7,7,4,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,6,6,1,3,3,4,4,4,1,6,6,6,4,2,1,2,8,3,6,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"72",1971,9,36.95,53.23330688,2,3,3,3,1,2,2,3,3,1,1,2,2,1,3,2,2,4,2,2,4,2,4,2,4,2,6,4,2,2,2,4,2,1,2,2,5,2,1,1,2,2,2,2,2,2,2,2,3,4,2,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,1,NA,4,4,5,4,8,5,6,6,2,5,2,5,3,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"73",1972,3,35.7,41.01359558,3,4,3,4,3,4,3,2,4,3,2,4,3,3,4,2,6,5,5,4,6,2,5,5,5,5,5,4,3,3,3,6,5,2,2,3,2,6,3,3,2,6,2,2,2,3,2,3,2,2,4,3,5,5,5,4,5,5,4,4,3,3,6,5,3,3,4,4,1,2,8,4,2,4,4,6,3,6,3,1,NA,2,2,3,1,8,1,1,NA,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"74",1972,5,36.3,51.75,2,2,1,2,1,2,1,1,1,2,1,2,2,2,4,2,2,4,6,7,4,5,3,5,4,5,2,6,2,4,2,7,4,4,3,5,5,2,3,2,2,5,4,7,4,7,5,1,2,4,6,6,5,5,4,5,5,4,3,4,4,5,7,4,4,5,2,6,1,4,4,2,2,1,NA,8,4,7,3,1,NA,1,NA,3,1,4,8,2,4,2,"Forest school","aikido",NA,NA,NA,3,5,NA,NA,NA,8
"75",1972,8,36.5,38.71670532,2,2,2,3,2,2,2,5,3,2,2,3,5,3,3,3,5,2,6,2,5,2,6,5,1,2,2,5,2,2,2,5,2,5,5,2,6,1,2,2,2,1,2,2,5,5,2,2,6,6,2,2,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,1,3,3,4,2,4,1,3,3,4,3,1,NA,1,NA,2,4,6,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"76",1972,9,36.535,53.03579712,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,2,2,2,2,1,1,6,2,2,4,2,4,2,2,2,1,2,2,1,2,4,1,2,1,1,2,1,4,3,3,4,2,5,5,5,5,5,5,5,5,5,4,5,6,3,4,4,4,1,3,3,2,2,2,1,5,2,5,5,2,1,2,5,6,1,6,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"77",1972,5,36.65,51.75,2,2,4,3,3,4,3,3,2,4,3,3,2,4,2,3,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,5,5,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,6,3,4,4,1,1,3,2,2,4,2,5,NA,4,1,8,5,1,NA,1,NA,3,1,8,1,1,NA,2,"choir",NA,NA,NA,NA,7,NA,NA,NA,NA,6
"78",1972,4,36.75,NA,3,1,5,2,3,2,3,2,1,1,2,1,1,1,2,1,7,6,4,7,7,5,3,6,6,1,7,4,2,2,7,5,6,1,3,3,6,6,3,5,4,4,5,3,2,3,2,4,3,4,5,3,4,4,4,2,2,3,3,4,3,5,6,4,1,3,3,3,4,3,3,2,2,5,NA,6,3,6,3,1,NA,1,NA,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"79",1972,9,36.85,52.59309387,3,2,4,1,2,4,2,2,2,1,2,2,4,2,4,3,1,2,1,1,4,2,1,1,2,1,6,2,2,2,1,2,1,2,2,2,6,1,2,2,2,1,1,2,1,6,4,2,6,6,1,2,4,5,4,5,5,5,4,4,4,5,2,6,3,4,2,3,3,2,2,2,2,2,2,8,6,4,4,2,8,2,8,6,1,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"80",1973,4,35.95,59.91270447,4,1,4,2,1,4,4,1,1,4,1,2,1,1,1,1,6,2,5,3,6,5,2,3,5,5,5,5,6,2,2,3,3,1,2,1,5,1,1,1,1,2,2,5,5,2,1,1,5,5,1,6,3,5,4,5,5,3,2,4,2,5,7,6,2,3,3,4,3,3,3,4,2,5,NA,2,2,7,3,1,NA,2,5,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"81",1973,6,36.25,44.81860352,1,2,2,3,1,1,3,2,2,3,1,2,2,2,1,1,2,1,1,3,4,1,1,3,NA,2,NA,5,4,2,1,2,2,2,2,3,5,NA,3,2,4,3,3,NA,3,4,3,3,7,6,3,3,5,5,5,5,4,4,3,4,4,4,5,3,2,3,3,3,4,1,NA,4,4,4,4,8,6,8,8,1,NA,1,NA,3,1,8,3,1,NA,2,"udruzenje terapeuta",NA,NA,NA,NA,3,NA,NA,NA,NA,6
"82",1973,5,36.55,51.75,3,3,2,3,4,4,4,4,4,5,3,2,2,3,4,1,3,2,3,2,3,3,3,3,3,1,5,2,5,4,5,3,3,2,3,2,4,3,3,3,4,4,4,3,3,2,2,3,3,4,6,2,3,3,2,4,3,4,5,4,4,3,3,2,2,2,3,3,4,1,NA,4,2,5,NA,8,3,4,4,1,NA,2,8,1,NA,NA,4,2,2,2,"ODAA",NA,NA,NA,NA,1,NA,NA,NA,NA,6
"83",1973,2,36.65,33.44999695,1,1,1,1,1,1,2,2,2,2,1,1,3,2,2,1,2,1,1,6,4,7,2,1,2,1,6,1,1,2,1,2,1,1,1,1,5,1,1,1,1,1,2,1,1,2,1,1,7,4,7,2,5,5,5,5,4,4,4,5,4,4,2,3,1,1,3,3,4,1,NA,2,2,5,NA,4,2,8,4,1,NA,2,6,4,8,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"84",1973,9,36.7,54.36079407,4,3,1,4,2,4,4,2,4,2,2,2,2,1,1,1,1,1,2,2,6,5,2,5,7,2,6,1,1,1,1,5,1,1,2,2,7,2,2,5,2,2,1,2,2,7,6,1,7,7,5,2,5,5,5,5,5,5,2,3,2,4,7,7,5,4,5,5,4,2,2,2,2,4,3,1,NA,3,3,1,NA,2,3,2,1,1,3,2,2,2,"Klub ebookow",NA,NA,NA,NA,2,NA,NA,NA,NA,8
"85",1973,6,36.95,44.81860352,2,2,4,2,2,2,2,2,2,2,2,2,1,1,3,2,4,4,2,5,8,8,5,4,5,8,4,4,5,4,3,8,3,2,2,NA,8,1,2,2,3,NA,NA,NA,NA,3,NA,2,6,7,NA,4,5,5,5,5,5,5,3,5,5,4,6,6,3,3,2,2,4,1,NA,2,2,5,NA,4,3,6,5,1,NA,1,NA,3,1,8,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"86",1974,2,36.25,33.44999695,2,1,3,1,2,4,4,1,3,3,1,2,2,1,2,2,2,2,1,2,2,6,1,2,3,5,2,4,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,4,3,5,2,1,6,7,6,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,1,3,3,4,2,4,1,3,3,3,3,1,NA,1,NA,5,8,8,2,1,NA,2,"Jsb","Familia","Spicee girls","Jsb prime","Solo nosotras",3,4,4,2,4,9
"87",1974,2,36.5,33.44999695,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,5,2,2,4,5,2,2,4,1,1,6,1,1,1,5,5,3,2,3,1,5,3,5,3,7,3,2,7,7,5,5,5,5,5,5,5,4,4,5,5,4,4,4,2,2,2,1,1,3,3,4,2,1,NA,6,3,6,5,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"88",1974,9,36.55,52.23330688,2,3,1,3,1,3,2,3,2,1,3,2,3,1,3,2,4,4,1,1,6,2,1,1,2,4,4,2,2,2,1,4,1,1,2,1,4,1,2,1,1,1,2,2,1,6,3,1,4,4,2,2,4,5,5,5,5,3,4,4,3,4,5,4,5,2,1,1,1,3,3,2,2,4,1,8,3,6,6,2,3,2,8,2,4,1,3,1,NA,2,"?wiczenia",NA,NA,NA,NA,7,NA,NA,NA,NA,10
"89",1975,5,35.4,51.75,1,1,1,2,2,1,2,2,4,1,1,2,4,3,4,2,5,5,3,5,5,3,1,6,5,2,6,3,3,2,3,3,6,1,2,2,5,3,3,2,5,5,3,2,4,2,3,3,4,5,4,2,4,3,4,3,3,2,4,3,2,4,4,5,4,4,1,2,2,1,NA,4,4,5,NA,1,NA,6,3,1,NA,1,NA,3,2,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"90",1975,9,36.1,52.25,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,6,5,6,5,7,5,3,2,6,1,2,5,3,6,6,6,4,1,1,2,4,1,1,1,1,3,1,1,1,2,2,1,6,6,2,1,5,5,5,5,5,4,3,4,3,4,4,5,3,3,3,1,1,3,3,4,1,3,3,1,NA,1,1,1,NA,2,6,6,8,8,1,1,NA,2,"grupa taneczna kizomba",NA,NA,NA,NA,5,NA,NA,NA,NA,8
"91",1975,2,36.1,33.42628098,2,2,5,3,2,3,4,3,2,1,3,4,1,1,2,4,6,3,6,6,5,6,2,7,5,6,3,5,5,5,6,6,7,2,5,6,7,1,6,4,5,5,3,3,5,5,3,5,7,2,1,3,5,5,5,5,3,4,2,4,4,5,7,5,5,6,6,6,3,2,2,4,4,5,NA,7,4,8,5,1,NA,1,NA,4,1,3,2,1,NA,2,"fundaci  n",NA,NA,NA,NA,4,NA,NA,NA,NA,6
"92",1975,3,36.15,39.92300415,2,2,2,2,1,4,1,1,1,1,2,1,1,3,1,2,6,2,6,5,7,7,5,7,6,5,6,2,6,2,5,6,2,1,5,6,3,6,6,2,5,6,5,2,1,3,1,5,3,3,6,6,5,3,3,4,5,5,4,5,5,5,6,6,5,5,5,5,2,1,NA,4,4,5,NA,4,3,3,3,1,NA,1,NA,3,8,8,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"93",1975,9,36.25,53.41670227,2,2,1,2,2,2,2,2,2,2,1,3,4,2,2,3,1,1,1,1,4,2,1,1,2,2,7,2,2,2,1,5,2,1,2,3,4,1,1,2,1,2,1,3,2,3,3,1,5,5,1,3,4,4,4,4,5,4,3,4,4,2,2,4,2,2,2,2,1,2,2,4,4,4,4,8,6,6,6,2,1,2,4,6,2,8,2,1,NA,2,"ZNP",NA,NA,NA,NA,5,NA,NA,NA,NA,10
"94",1975,5,36.25,37.44490051,2,2,1,2,1,2,2,2,5,3,3,1,2,2,2,2,2,2,3,2,2,1,2,5,2,2,1,1,4,1,5,2,2,2,5,4,7,4,6,4,5,3,3,3,3,3,2,4,4,7,2,2,4,4,5,5,3,4,4,4,4,2,4,1,3,2,2,2,1,1,NA,4,2,2,1,5,4,2,2,1,NA,2,1,3,8,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"95",1975,9,36.35,52.25,4,2,2,2,4,3,4,2,2,2,4,3,1,1,3,2,4,2,2,2,4,3,2,5,2,2,6,4,4,1,1,6,7,5,5,2,2,2,7,5,5,6,6,5,2,5,6,5,4,6,2,2,5,5,5,5,5,5,5,5,5,5,7,7,6,6,6,6,1,3,3,4,2,4,4,3,3,5,5,1,NA,2,8,2,1,1,1,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"96",1975,9,36.35,52.59309387,2,2,2,2,2,2,4,2,2,2,2,3,2,1,2,2,1,1,1,3,5,5,1,1,1,1,7,1,1,1,2,6,4,1,2,2,2,1,2,2,1,2,1,2,1,3,2,2,3,2,2,2,5,5,4,5,5,5,5,4,5,5,7,6,5,6,7,5,1,4,4,3,1,2,1,8,6,8,7,2,5,2,8,2,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"97",1975,2,36.35,33.44999695,3,4,1,4,4,4,4,4,4,3,2,1,2,1,4,1,5,5,3,3,6,7,2,5,6,2,3,1,5,2,2,6,5,3,5,1,6,1,1,2,3,1,2,2,2,2,1,6,7,6,3,2,5,5,5,5,5,3,4,4,3,5,7,6,7,6,6,7,1,2,2,4,4,4,2,3,2,5,5,1,NA,1,NA,5,8,8,3,2,3,2,"Apoyo a un hogar",NA,NA,NA,NA,1,NA,NA,NA,NA,9
"98",1975,9,36.45,52.23330688,1,2,1,2,1,1,2,1,1,1,1,3,1,1,2,2,2,1,1,2,4,2,1,1,2,1,7,1,2,2,1,6,5,1,2,5,5,1,2,1,2,2,2,2,3,3,2,2,7,7,2,1,5,5,4,5,5,5,5,5,5,3,4,6,6,6,6,6,1,4,4,4,2,4,1,8,6,4,4,2,1,2,5,6,1,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"99",1975,9,36.5,52.25,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,5,2,2,2,2,2,2,4,2,2,2,6,2,2,2,2,4,2,2,2,3,2,6,2,2,2,2,3,3,5,3,3,2,3,6,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,1,1,NA,4,4,4,4,8,5,7,8,1,NA,2,8,3,3,3,2,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"100",1975,1,36.55,53.55000305,3,2,4,2,1,3,4,2,1,2,5,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,6,2,2,1,1,1,1,1,2,1,2,1,4,2,1,2,5,5,5,5,5,5,4,4,3,5,7,6,6,6,4,3,1,1,NA,4,1,4,1,3,3,3,3,2,1,1,NA,3,1,8,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
