country,subj_id,gender,age,experimenter,location,target_cat,target_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,13,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,14,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,15,universal,pray,like when you pray,kind of,kind of,0.5
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,16,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,17,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,18,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,19,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,20,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,21,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,22,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,23,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,24,universal add-on,have souls,[NONE],kind of,kind of,0.5
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,25,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_adults_076_mice,female,NA,LT,Malekula,universal,mice,mice,3,26,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,1,universal,feel happy,like when you feel good,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,2,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,3,universal,feel tired,like when you feel sleepy,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,4,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,5,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,6,universal,pray,like when you pray,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,7,universal,get angry,like when you feel mad,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,8,universal,"feel sick, like when you feel like you might vomit",[NONE],No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,9,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,10,universal,think about things,like when you have a thought or an idea about something,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,11,universal,figure out how to do things,like when you learn a new fact or understand something new,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,12,universal,feel sad,like when you feel bad or unhappy,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,13,universal,sense temperatures,like when you can tell if something is warm or cool,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,14,universal,choose what to do,like when you decide between different things,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,15,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,16,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,17,universal,remember things,like when you remember something that happened before,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,18,universal,feel love,like when you really like somebody and care about them a lot,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,19,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,20,universal,sense when things are far away,like when you see that something is far away from you,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,21,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,22,universal,feel scared,like when you feel afraid,Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,23,universal,feel proud,like when you feel really good about something you did,No,no,0
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,24,universal add-on,bleed if they touch something sharp,[NONE],Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,25,universal add-on,have minds,[NONE],Yes,yes,1
Vanuatu,vt_adults_077_pigs,female,55,LT,Holen,NA,pigs,pigs,2,26,universal add-on,have souls,[NONE],Yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,1,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,2,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,3,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,4,universal,think about things,like when you have a thought or an idea about something,ating,kind of,0.5
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,5,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,6,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,7,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,8,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,9,universal,pray,like when you pray,no,no,0
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,10,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,11,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,13,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,14,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,15,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,16,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,18,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,20,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,21,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,23,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,24,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,25,universal add-on,have souls,[NONE],yes,yes,1
Vanuatu,vt_adults_078_dogs,female,26,LT,Malekula,universal,dogs,dogs,6,26,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,1,universal,feel happy,like when you feel good,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,2,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,3,universal,feel tired,like when you feel sleepy,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,4,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,5,universal,feel shy,like when you feel quiet or embarrassed,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,6,universal,pray,like when you pray,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,7,universal,get angry,like when you feel mad,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,8,universal,"feel sick, like when you feel like you might vomit",[NONE],Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,9,universal,feel guilty,like when you feel bad because you did something mean,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,10,universal,think about things,like when you have a thought or an idea about something,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,11,universal,figure out how to do things,like when you learn a new fact or understand something new,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,12,universal,feel sad,like when you feel bad or unhappy,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,13,universal,sense temperatures,like when you can tell if something is warm or cool,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,14,universal,choose what to do,like when you decide between different things,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,15,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,16,universal,feel pain,like when something hurts you,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,17,universal,remember things,like when you remember something that happened before,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,18,universal,feel love,like when you really like somebody and care about them a lot,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,19,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,20,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,21,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,22,universal,feel scared,like when you feel afraid,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,23,universal,feel proud,like when you feel really good about something you did,Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,24,universal add-on,bleed if they touch something sharp,[NONE],Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,25,universal add-on,have minds,[NONE],Yes,yes,1
Vanuatu,vt_adults_079_children,male,22,LT,Fresh Water 4,universal,children,children,2,26,universal add-on,have souls,[NONE],Yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,1,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,2,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,3,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,4,universal,sense when things are far away,like when you see that something is far away from you,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,5,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,6,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,7,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,8,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,9,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,10,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,11,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,12,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,13,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,14,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,15,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,16,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,17,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,18,universal,pray,like when you pray,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,19,universal,feel shy,like when you feel quiet or embarrassed,yes,yes,1
Vanuatu,vt_adults_080_children,male,30,LT,Malekula,universal,children,children,5,20,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1
