condition,network_outrage,political_party,political_ideology,rep_identity,dem_identity,barr_check,barrett_check,seen_quiz,unseen_quiz,barr_familiar,barr_post,barrett_familiar,barrett_post,follow_politics,vote_2016,vote_2018,vote_2020,sm_freq,sm_daily_freq,sm_political_freq,sm_daily_political_freq,sm_share_reason,sm_platforms,online_news_outlets,twitter_handle,mood,gender,ethnicity,age,education
Low Overperception,2,Republican,4,0,0,0,1,0,1,-3,No,-3,No,-1,No,No,I did not vote,4-6 times a week,26,Between once per week and once per month,1,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'Washington Post', 'Huffington Post']",NA,3,female,"['White', 'Hispanic, Latinx, or Spanish origin']",35,Some college
Low Overperception,5,Democrat,5,-2,2,1,0,0,1,-1,No,2,No,2,Yes,Yes,Democrat Joe Biden,4-6 times a week,26,4-6 times a week,44,['I want people to see the content'],"['Twitter', 'YouTube']",['CNN'],NA,2,male,['Native Hawaiian or Other Pacific Islander'],34,4 year degree
High Overperception,5,Republican,4,2,1,1,1,0,1,-2,No,-1,No,-2,Yes,No,Republican Donald Trump,Daily or more,22,Once per week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'NY Times']",NA,3,Female,"['Hispanic, Latinx, or Spanish origin']",42,Postgraduate/Professional degree/other
Low Overperception,4,Democrat,2,-2,2,1,1,0,1,0,No,1,No,1,Yes,No,Democrat Joe Biden,4-6 times a week,0,2-3 times a week,0,['Other'],"['Twitter', 'Instagram', 'YouTube', 'Twitch']","['Fox News', 'Five Thirty Eight', 'CNN', 'NY Times', 'Washington Post', 'Other']",NA,3,Male,['White'],23,2 year degree
High Overperception,7,Republican,3,2,-2,1,1,0,2,0,No,0,No,0,Yes,Yes,Prefer not to say,Daily or more,14,Daily or more,15,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch', 'Gab', 'Parlor']","['Fox News', 'Yahoo! News', 'CNN']",NA,1,Male,['White'],33,Postgraduate/Professional degree/other
Low Overperception,2,Republican,6,3,-3,1,1,0,1,0,No,0,No,0,Yes,Yes,Republican Donald Trump,Daily or more,14,2-3 times a week,3,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Huffington Post']",NA,2,male,['White'],36,Some college
Low Overperception,4,Democrat,3,NA,0,1,1,0,1,-3,No,-2,No,-3,Yes,Yes,Democrat Joe Biden,Daily or more,76,Between once per week and once per month,65,['I want to troll people'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']",['Drudge Report'],NA,3,female,['Asian'],22,4 year degree
High Overperception,6,Republican,5,-1,-2,1,1,0,1,-3,No,-2,No,-3,No,No,I did not vote,Daily or more,2,Never,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'Yahoo! News', 'CNN', 'Huffington Post', 'Other']",NA,2,Female,['White'],35,2 year degree
High Overperception,7,Democrat,2,-3,1,1,1,0,1,-3,No,-1,No,-1,Yes,No,Democrat Joe Biden,Daily or more,30,4-6 times a week,30,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'Instagram', 'YouTube', 'Twitch']","['Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Female,"['Asian', 'Black or African American']",23,4 year degree
High Overperception,5,Democrat,2,-3,3,1,1,0,1,0,No,1,No,2,Yes,Yes,Other,4-6 times a week,10,2-3 times a week,5,['I want people to see the content'],"['YouTube', 'Twitch']","['Five Thirty Eight', 'NY Times', 'Washington Post']",NA,1,Male,['White'],20,2 year degree
High Overperception,5,Democrat,4,-1,1,1,1,1,2,-1,No,0,No,0,Yes,Uncertain / Do not remember,Democrat Joe Biden,4-6 times a week,74,Between once per week and once per month,36,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Instagram', 'YouTube', 'Other']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['Asian'],27,4 year degree
Low Overperception,4,Republican,5,1,-1,1,1,0,1,1,No,1,No,0,No,No,I did not vote,Daily or more,10,Daily or more,10,['The content represents my beliefs or attitudes'],"['Facebook', 'Instagram', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",NA,1,Female,['White'],40,High school
Low Overperception,5,Democrat,2,-3,2,1,1,2,1,-3,No,-2,No,0,No,No,Democrat Joe Biden,Daily or more,4,Once per week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Instagram', 'TikTok', 'YouTube']",['None'],@paigeverdin,3,female,['White'],22,2 year degree
Low Overperception,4,Democrat,2,-3,2,1,1,0,1,1,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,9,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'Instagram', 'TikTok']","['CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['White'],50,4 year degree
High Overperception,7,Democrat,1,-3,3,1,1,0,1,1,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,15,Daily or more,6,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Facebook', 'YouTube', 'Twitch', 'Other']",['Five Thirty Eight'],NA,3,female,['White'],32,Postgraduate/Professional degree/other
High Overperception,7,Republican,5,1,-3,1,1,1,1,-3,No,1,No,0,Yes,Yes,Republican Donald Trump,Daily or more,39,Once per week,3,['Other'],['Facebook'],['Other'],NA,1,Female,['White'],34,Postgraduate/Professional degree/other
Low Overperception,1,Democrat,3,-3,1,1,1,0,1,-3,No,-3,No,-3,No,No,Democrat Joe Biden,2-3 times a week,30,Never,0,['I want to make people laugh'],['Facebook'],['CNN'],NA,1,female,['White'],38,High school
High Overperception,7,Democrat,3,-3,2,1,1,0,1,0,No,3,No,2,Yes,Yes,Democrat Joe Biden,Between once per week and once per month,0,Never,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Facebook', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['Black or African American'],40,Postgraduate/Professional degree/other
Low Overperception,4,Democrat,6,-1,2,0,1,0,1,2,Uncertain / Do not remember,1,No,1,Yes,No,Democrat Joe Biden,Daily or more,69,2-3 times a week,60,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News']",NA,2,male,"['American Indian or Alaska Native', 'White', 'Other']",30,Postgraduate/Professional degree/other
Low Overperception,5,Republican,5,2,-2,1,1,0,1,-1,No,1,No,1,Yes,No,Republican Donald Trump,Daily or more,5,Once per week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN', 'NY Times']",NA,3,Male,['White'],28,4 year degree
High Overperception,7,Democrat,2,-3,3,1,1,0,1,1,No,2,No,2,No,No,Democrat Joe Biden,Daily or more,15,Between once per month and once per year,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'Other']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Huffington Post']",@Stumblinn,3,female,"['Hispanic, Latinx, or Spanish origin', 'White']",63,4 year degree
Low Overperception,2,Republican,5,1,1,1,1,1,0,-2,No,-2,No,-2,Yes,No,Democrat Joe Biden,4-6 times a week,5,Never,1,"['I want people to see the content', 'I want to make people laugh']","['Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'CNN']",NA,2,female,['White'],36,Some college
High Overperception,7,An Independent,1,-3,1,1,1,0,1,3,No,3,No,3,Yes,Yes,Democrat Joe Biden,2-3 times a week,0,2-3 times a week,0,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,"['Black or African American', 'White']",30,Some college
Low Overperception,7,Democrat,2,-2,3,1,1,1,1,3,No,3,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,60,4-6 times a week,39,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN', 'Washington Post']",NA,1,male,['Black or African American'],31,4 year degree
High Overperception,6,Democrat,2,-2,2,1,1,0,1,2,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,7,Daily or more,7,[],"['Twitter', 'Facebook', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post']",NA,3,male,"['Middle Eastern or North African', 'White']",64,4 year degree
High Overperception,7,Democrat,2,-3,3,1,1,0,1,0,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,20,Between once per month and once per year,2,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",NA,3,female,NA,55,2 year degree
High Overperception,6,Democrat,3,-3,2,1,1,0,1,-3,No,-3,No,-1,No,Yes,Democrat Joe Biden,Once per week,68,Between once per week and once per month,29,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['Asian'],24,Some college
Low Overperception,2,Democrat,2,-3,2,1,1,0,1,-2,No,0,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,14,2-3 times a week,3,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,4,female,['Black or African American'],36,2 year degree
High Overperception,4,Democrat,1,-3,1,1,1,0,1,2,Yes,2,Uncertain / Do not remember,3,Yes,Uncertain / Do not remember,Democrat Joe Biden,Daily or more,39,Daily or more,19,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'TikTok', 'YouTube', 'Twitch', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Other']",NA,3,Male,['White'],23,High school
High Overperception,7,Democrat,1,-3,3,1,1,0,1,-1,No,0,No,2,Yes,Yes,Democrat Joe Biden,Between once per week and once per month,0,Between once per week and once per month,0,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,4,Female,['White'],22,Some college
Low Overperception,3,Democrat,3,-2,2,1,1,0,1,1,No,2,No,2,Yes,Yes,Democrat Joe Biden,4-6 times a week,0,4-6 times a week,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,5,male,['White'],46,4 year degree
High Overperception,6,Republican,5,1,-3,1,1,0,1,0,No,-3,No,1,No,No,I did not vote,Daily or more,5,2-3 times a week,3,['Other'],"['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch', 'Other']","['Fox News', 'CNN', 'NY Times', 'Washington Post']",NA,2,female,NA,56,Some college
Low Overperception,2,Republican,6,0,-2,1,1,0,1,0,No,1,No,1,Yes,No,Republican Donald Trump,4-6 times a week,5,2-3 times a week,2,"['I want people to see the content', ""I want to change people's opinions"", 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post']",NA,4,male,"['Native Hawaiian or Other Pacific Islander', 'White']",38,Some college
High Overperception,7,Democrat,2,-3,3,1,1,0,1,-3,No,2,No,-2,No,Yes,Democrat Joe Biden,Daily or more,29,Once per week,3,"['I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['NY Times', 'Washington Post']",NA,3,female,['Asian'],20,High school
High Overperception,6,Democrat,4,-3,3,1,1,1,1,-2,No,-3,No,-2,Yes,Yes,Democrat Joe Biden,2-3 times a week,3,Between once per week and once per month,17,['I want people to see the content'],['Twitter'],"['NY Times', 'Washington Post', 'Huffington Post']",NA,2,male,['White'],36,Some college
High Overperception,7,Democrat,5,-1,1,1,1,1,1,1,No,1,No,2,Yes,Prefer not to say,Prefer not to say,Daily or more,6,Never,0,['I want people to see the content'],"['Facebook', 'YouTube']","['CNN', 'MSN News', 'Other']",NA,2,female,['White'],59,Postgraduate/Professional degree/other
Low Overperception,3,Republican,6,3,-3,1,1,0,1,2,No,3,No,1,Yes,No,Republican Donald Trump,Daily or more,7,Never,0,['Other'],"['Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['White'],31,Postgraduate/Professional degree/other
High Overperception,5,Republican,4,1,-2,1,1,0,1,1,No,2,No,3,Yes,Yes,Prefer not to say,Daily or more,9,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Five Thirty Eight', 'CNN', 'NY Times', 'Washington Post', 'Other']",NA,2,Female,['White'],26,4 year degree
Low Overperception,4,Republican,5,3,-3,1,1,0,1,0,No,0,No,0,No,No,Republican Donald Trump,Daily or more,92,Between once per week and once per month,80,['I want people to see the content'],"['Twitter', 'Facebook']","['Yahoo! News', 'Other']",NA,2,male,['White'],49,2 year degree
High Overperception,6,Democrat,3,-3,1,1,1,0,1,2,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,68,Never,0,"['I want people to see the content', 'I want to make people laugh', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'TikTok', 'YouTube']","['Yahoo! News', 'CNN', 'MSN News']",NA,3,female,['White'],40,Some college
Low Overperception,3,Republican,6,2,-3,1,1,2,1,1,No,0,No,1,Yes,No,Republican Donald Trump,Daily or more,80,4-6 times a week,71,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes', 'Other']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Other']",NA,1,male,['Black or African American'],28,4 year degree
Low Overperception,3,Democrat,2,-3,1,1,1,0,1,-2,Uncertain / Do not remember,-1,Uncertain / Do not remember,0,Prefer not to say,Prefer not to say,Prefer not to say,Daily or more,6,4-6 times a week,0,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch', 'Parlor']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,4,NA,['White'],39,Postgraduate/Professional degree/other
Low Overperception,4,Democrat,2,-3,2,1,1,0,1,-2,No,-1,No,1,No,No,Democrat Joe Biden,Daily or more,15,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'TikTok', 'YouTube', 'Twitch']","['NY Times', 'Washington Post', 'Huffington Post']",NA,1,nonbinary,['White'],21,4 year degree
High Overperception,5,Republican,7,3,-3,1,1,0,1,3,No,3,No,2,Yes,No,Republican Donald Trump,4-6 times a week,45,2-3 times a week,40,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok', 'YouTube']",['Fox News'],NA,2,female,['White'],34,4 year degree
Low Overperception,4,Republican,6,1,-3,1,1,0,1,0,No,2,No,3,Yes,Yes,Republican Donald Trump,Daily or more,14,Between once per week and once per month,0,"['I want to troll people', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'YouTube', 'Parlor']","['Fox News', 'Yahoo! News', 'Huffington Post', 'Other']",NA,3,Male,['White'],36,Postgraduate/Professional degree/other
High Overperception,6,Democrat,2,-3,1,1,1,0,1,0,No,2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,7,4-6 times a week,2,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'YouTube', 'Twitch', 'Other']","['CNN', 'NY Times', 'Washington Post', 'Other']",NA,3,female,['White'],39,4 year degree
Low Overperception,4,Democrat,3,-2,2,1,1,0,1,2,No,0,No,-1,Yes,Uncertain / Do not remember,Democrat Joe Biden,Between once per week and once per month,6,Between once per week and once per month,10,['I want to troll people'],['Facebook'],"['CNN', 'Washington Post']",N/A,2,female,NA,59,High school
