"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
8,"Wave3","R_jJvoP71h43upCdf","Active","Active","Yes",29,9,4,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,94370,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"94",1,1,TRUE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très en désaccord","Yes","Très d’accord","Créteil","Une minorité","Bonne",94071,2,"Bac",6,FALSE,"Couple cohabitant",FALSE,"No",19.4,22.6,44.6,39.6,44.6,19,48.765666849,2.533133337,0,"Yes",1,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",52,"Europe/Amérique du Nord, Australie","Europe/Amérique du Nord, Australie",1,0,0,"High knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"SUCY EN BRIE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.1,2.2,19.4,0,22.6,2.7,25.2,44.6,59.1,0,0,0,1,0,1,"Intend and already has used ECEC","2000-2500","4500-5000",3,"No","2 or more","Yes","No",2023-01-16,"No","After January",0.5,"No","Oui, on est sur la liste d’attente","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Waiting list","Waiting list",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Waiting list"
10,"Wave4","R_jkVuzB2x47JEJ07","Inactive","Inactive","No_NSP",41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",TRUE,94140,"Non","Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"94",1,0,FALSE,0,"Sup","High-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","No","Très en désaccord","Créteil","Moitié moitié","Basique",94002,0,"Bac + 3",7,TRUE,"Couple cohabitant",FALSE,"No",26.8,17.1,49.3,45.1,50.4,14,48.8122892,2.387712363,0,"No",0,NA,TRUE,FALSE,FALSE,"très difficile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",67,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",0,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"ALFORTVILLE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",22.6,4.2,26.8,2,17.1,3.3,20.4,49.3,59.1,1,0,0,1,0,1,"Else","1000-1500","2000-2500",2,"Yes","0","Yes","No",2022-12-30,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
7,"Wave5","R_jL8elT0RgNgR8g2","Active","Active","Yes",22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",TRUE,75018,"Oui",NA,TRUE,"Pas du tout",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,NA,TRUE,"75",0,1,FALSE,0,"Bac","Low-SES","France","Low ECEC covering",NA,1,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","Bichat","Une minorité","Bonne",75118,0,"Bac",5,TRUE,"Couple non cohabitant",FALSE,"No",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,0,"No",1,NA,FALSE,FALSE,TRUE,"assez difficile","Je ne sais pas encore","Oui, autant que nécessaire",0,0,1,"Respondent",47,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,1,0,1,1,0,"Else","700-1000","1500-2000",2,"Yes","0","Yes","No",2023-03-06,"Yes","After January",0.5,"No","Oui, on est sur la liste d’attente","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Waiting list","Waiting list",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Waiting list"
6,"Wave2","R_jlPucL3pK33wRcN","Active","Active","Yes",33,2,NA,NA,NA,NA,NA,NA,NA,1,1,"Control",TRUE,93160,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,0,"Sup","High-SES","France","High ECEC covering",NA,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","Trousseau","Toutes","Bonne",93051,1,"Bac + 4/5",5,FALSE,"Couple cohabitant",FALSE,"No",21.7,17.5,42.7,40.3,42.7,11,48.836247784,2.564607121,0,"No",1,FALSE,FALSE,FALSE,TRUE,"impossible","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",37,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"NOISY LE GRAND",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",20.4,1.3,21.7,1.9,17.5,1.6,19.1,42.7,59.1,1,1,1,1,0,0,"Intend and has never used ECEC","2000-2500","4500-5000",0,"No","1","No","Yes",2023-02-12,"No","After January",0,"No","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
9,"Wave6","R_jLugEGaWQm1nXMr","Inactive","Inactive","No_NSP",38,15,16,11,10,NA,NA,NA,NA,0,1,"T1",TRUE,93390,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"93",1,1,TRUE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","Yes","Très d’accord","Bichat","Une minorité","Aucun ou très bas",93014,4,"No school",4,FALSE,"Famille monoparentale",TRUE,"No",11.3,5.2,19.8,18.2,19.8,3,48.908015138,2.546295743,0,"No",0,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",62,"Afrique subsaharienne",NA,0,1,0,"Low knowledge",0,"Low","Lower","Low coverage","No school",2021,"CLICHY SOUS BOIS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",11.2,0.1,11.3,2.9,5.2,0.3,5.5,19.8,59.1,0,0,0,0,0,1,"Intend and has never used ECEC","500-700",NA,0,NA,"2 or more","No","No",2023-04-10,"Yes","After January",1,"Yes","Oui, on est sur la liste d’attente","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Waiting list","Waiting list",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Waiting list"
6,"Wave1","R_jmEkMi2LSiEmbX5","Active","Active","Yes",40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75006,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","Abroad","High ECEC covering",1,1,1,1,FALSE,2,"anglais","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Necker","Toutes","Basique",75106,0,"+ Bac+5",9,TRUE,"Couple cohabitant",FALSE,"Yes",67,1.4,95.6,96.4,95.6,6,48.84912057,2.332883793,0,"No",1,FALSE,FALSE,FALSE,TRUE,"assez facile","Oui","Non",1,31,1,"Respondent",36,"Europe/Amérique du Nord, Australie","Amérique Latine (à partir du Mexique)",1,0,1,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 6E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",65.7,1.3,67,5.6,1.4,21.8,23.2,95.6,59.1,1,0,1,1,1,0,"Intend and has never used ECEC","3000-4500","4500-5000",0,"No","0","No","Yes",2022-09-21,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
11,"Wave1","R_jmNzZBcdC4AA0DL","Active","Active","Yes",32,15,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,93150,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","Abroad","Low ECEC covering",NA,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très en désaccord","Yes","Assez d’accord","Tenon","La plupart","Excellente",93007,1,"Bac + 4/5",5,FALSE,"Couple cohabitant",FALSE,"No",12.5,4.8,18.3,15.9,18.3,9,48.939482289,2.461086127,1,"Yes",1,NA,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",71,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"LE BLANC MESNIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",12.1,0.4,12.5,0.5,4.8,0.5,5.3,18.3,59.1,1,0,0,1,0,0,"Intend and already has used ECEC","1000-1500","2500-3000",5,"No","1","Yes","Yes",2023-01-29,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
9,"Wave5","R_jnPCaGuONsO6X3Y","Active","Active","Yes",45,28,22,20,17,11,NA,NA,NA,1,1,"T2",TRUE,75018,"Oui","Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"75",1,1,TRUE,1,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez d’accord","Yes","Très d’accord","Tenon","La plupart","Bonne",75118,5,"Bac",9,FALSE,"Couple non cohabitant",FALSE,"No",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,0,"No",1,TRUE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,0,1,"Respondent",61,"Afrique subsaharienne","Afrique subsaharienne",1,0,1,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,0,0,1,1,1,"Intend and has never used ECEC","1000-1500","1000-1500",2,"Yes","2 or more","Yes","Yes",2022-11-27,"No","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
7,"Wave2","R_jnYAgQYRTfR2ZDs","Inactive","Inactive","No_NSP",41,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,94400,"Non","Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"94",1,1,FALSE,0,"Bac","Low-SES","Abroad","Low ECEC covering",0,0,0,1,TRUE,0,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","KB","La plupart","Aucun ou très bas",94081,0,"Bac",5,TRUE,"Couple cohabitant",FALSE,"No",20,6.6,29,28.5,29,57,48.788118568,2.394516098,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Oui, autant que nécessaire",0,NA,1,"Respondent",44,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",0,1,0,"Low knowledge",0,"Mid","Lower","Low coverage","Bac",2021,"VITRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.8,2.2,20,1.2,6.6,1.1,7.8,29,59.1,0,0,0,0,0,1,"Else","500-700","1000-1500",7,"Yes","0","Yes","Yes",2023-01-26,"Yes","After January",0.5,"No","Oui, on a été rejetés",NA,NA,"Rejected","Rejected",NA,"Rejected"
9,"Wave7","R_jo2kdxymy1CPbre","Inactive","Inactive","No_NSP",21,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75018,"Non","Beaucoup",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"75",1,1,TRUE,0,"Bac","Low-SES","Abroad","Low ECEC covering",NA,0,0,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","No","Je ne sais pas","Bichat","Ne sait pas","Aucun ou très bas",75118,0,"9-11",7,TRUE,"Couple cohabitant",FALSE,"Yes",53.7,5,72.3,66.9,72.3,77,48.892570317,2.348176598,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Oui","Non",1,10,1,"Respondent",63,"Asie (hors MENA)","Asie (hors MENA)",0,0,1,"Low knowledge",0,"High","Higher","High coverage","9-11",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,0,0,0,1,1,"Intend and has never used ECEC","- 500","1000-1500",NA,"Yes","0","No","No",2023-01-26,"Yes","After January",0.5,"No","Non, on attend encore","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Still waiting/No Answer","Still waiting/No Answer",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Still waiting/No Answer"
12,"Wave1","R_jOBWsDTM750L11y","Active","Active","Yes",34,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Control",FALSE,75020,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Tenon","Toutes","Bonne",75120,0,"Bac + 4/5",7,TRUE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,0,"No",1,FALSE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Non",0,NA,1,"Respondent",78,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","4500-5000","+8000",0,"No","0","No","Yes",2022-11-17,"Yes","Before January",1,"Yes",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
11,"Wave2","R_jOmixLKXmcLmXfl","Active","Active","Yes",33,2,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",FALSE,75014,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Très en désaccord","Yes","Très d’accord","Trousseau","La plupart","Bonne",75114,1,"+ Bac+5",8,FALSE,"Couple cohabitant",FALSE,"No",53.2,5.9,67.9,69.9,67.9,10,48.829262233,2.326537267,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",72,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 14E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.2,4,53.2,1.2,5.9,7.6,13.5,67.9,59.1,1,1,0,1,1,0,"Intend and already has used ECEC","2000-2500","6000-7000",1,"No","1","Yes","Yes",2022-11-17,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
1,"Wave6","R_jp1gcDieLJCRcLn","Inactive","Inactive","No_NSP",26,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",FALSE,93400,"Oui","Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"93",0,0,FALSE,0,"Bac","Low-SES","Abroad","High ECEC covering",0,0,0,0,FALSE,1,"anglais","pas de doutes sur la compréhension des questions","Très en désaccord","Assez en désaccord","Yes","Assez d’accord","Bichat","Aucune","Aucun ou très bas",93070,0,"Bac",6,TRUE,"Couple cohabitant",FALSE,"No",23.7,14.6,46.7,42.5,46.7,44,48.90958922,2.333479974,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Non",0,NA,1,"Respondent",6,"Asie (hors MENA)","Asie (hors MENA)",0,0,0,"Low knowledge",0,"Low","Lower","Low coverage","Bac",2021,"SAINT OUEN SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",21.1,2.6,23.7,1.7,14.6,6.6,21.3,46.7,59.1,0,0,1,0,0,0,"Else","- 500","700-1000",NA,"Yes","0","No","No",2023-03-06,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
7,"Wave1","R_jPmjePTXW9IyvJE","Active","Active",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,75020,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",1,NA,FALSE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,TRUE,0,"français","pas de doutes sur la compréhension des questions","Je ne sais pas","Assez d’accord","No","Je ne sais pas","Tenon","La plupart","Basique",75120,0,"Brevet",5,TRUE,"Couple cohabitant",FALSE,"Yes",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,0,"No",1,NA,FALSE,FALSE,TRUE,"assez facile","Oui","Oui, de temps en temps",1,132,0,NA,43,"Afrique subsaharienne","Afrique subsaharienne",NA,0,1,"High knowledge",0,"High","Higher","High coverage","Brevet",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,0,0,1,1,1,"Else","1500-2000","3000-4500",5,"No","0","Yes","Yes",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave3","R_jqDD2aA5lZdieYb","Active","Active",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,75017,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,NA,TRUE,NA,"Sup","High-SES","France","Low ECEC covering",NA,NA,NA,1,FALSE,7,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Bichat","La plupart","Excellente",75117,0,"Bac + 4/5",8,TRUE,"Couple cohabitant",FALSE,"Yes",44.4,5.7,73.5,72.1,73.5,51,48.887331019,2.306778316,0,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Je ne sais pas encore","Oui, pour dépanner / très ponctuellement",1,0,0,NA,80,"En France métropolitaine","En France métropolitaine",NA,0,1,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 17E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",37.4,7.1,44.4,0.6,5.7,22.8,28.5,73.5,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","2000-2500","4500-5000",5,"No","0","Yes","Yes",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
3,"Wave4","R_jQNkOb0ZeHgRkwA","Active","Active",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",NA,94800,"Non","Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,NA,TRUE,NA,"Bac","Low-SES","France","High ECEC covering",NA,NA,NA,1,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Assez d’accord","KB","Toutes","Bonne",94076,0,"Bac",7,TRUE,"Couple cohabitant",FALSE,"Yes",33.9,14.4,54.6,52.6,54.6,55,48.792392355,2.35987795,0,"No",1,NA,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, de temps en temps",1,NA,0,NA,18,"En France métropolitaine","En France métropolitaine",NA,1,0,"High knowledge",0,"Mid","Lower","High coverage","Bac",2021,"VILLEJUIF",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",31.9,2.1,33.9,3.7,14.4,2.6,17,54.6,59.1,0,1,1,1,1,1,"Intend and has never used ECEC","500-700","2000-2500",5,"Yes","0","Yes","Yes",NA,"No","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
2,"Wave1","R_jqy1NUUjLuEelIw","Active","Active","Yes",29,2,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94800,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",1,1,TRUE,1,"Bac","Low-SES","France","High ECEC covering",1,0,1,1,TRUE,1,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Très d’accord","Tenon","La plupart","Bonne",94076,1,"Bac",7,FALSE,"Couple cohabitant",FALSE,"No",33.9,14.4,54.6,52.6,54.6,55,48.792392355,2.35987795,0,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, de temps en temps",0,NA,1,"Respondent",8,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",0,"Mid","Lower","High coverage","Bac",2021,"VILLEJUIF",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",31.9,2.1,33.9,3.7,14.4,2.6,17,54.6,59.1,0,1,1,1,1,1,"Intend and already has used ECEC","1500-2000","2500-3000",0,"No","1","No","Yes",2022-10-28,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
12,"Wave4","R_jqyLcx2ZOyGZ6Cr","Active","Active","Yes",35,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,75017,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","Yes","Assez d’accord","Necker","La plupart","Bonne",75117,0,"+ Bac+5",8,TRUE,"Couple cohabitant",FALSE,"No",44.4,5.7,73.5,72.1,73.5,51,48.887331019,2.306778316,1,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",81,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 17E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",37.4,7.1,44.4,0.6,5.7,22.8,28.5,73.5,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","2500-3000","7000-8000",0,"No","0","No","Yes",2022-11-28,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
6,"Wave7","R_jS5hwMrYZKW6D3Z","Active","Active",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",NA,94350,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,NA,TRUE,NA,"Sup","High-SES","Abroad","High ECEC covering",NA,NA,NA,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","Yes","Assez d’accord","Tenon","Moitié moitié","Bonne",94079,0,"Bac + 4/5",6,TRUE,"Couple cohabitant",FALSE,"Yes",26.8,21.6,52.4,50.9,52.4,13,48.826149296,2.545285598,0,"No",1,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, autant que nécessaire",1,5,0,NA,42,"Asie (hors MENA)","En France métropolitaine",NA,0,1,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 4/5",2021,"VILLIERS SUR MARNE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",24.2,2.7,26.8,1.4,21.6,2.6,24.2,52.4,59.1,1,0,1,1,0,0,"Intend and has never used ECEC","2000-2500","3000-4500",6,"No","0","Yes","No",NA,"Yes","Don't know",1,"Yes",NA,NA,NA,NA,NA,NA,NA
